country,bank_account,location_type,cellphone_access,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size_binned
Tanzania,No,Urban,Yes,60,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,26,Female,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,25,Male,Other relative,Divorced/Seperated,Secondary education,Formally employed Private,size 3 or below
Tanzania,No,Rural,Yes,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,57,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,30,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,size 3 or below
Tanzania,No,Urban,Yes,23,Female,Parent,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Tanzania,No,Urban,Yes,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,31,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,52,Female,Spouse,Single/Never Married,Primary education,No Income,size 3 or below
Tanzania,No,Urban,Yes,22,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,40,Male,Head of Household,Single/Never Married,No formal education,Self employed,size btw 4 and 6
Tanzania,No,Urban,No,36,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,17,Female,Parent,Divorced/Seperated,Primary education,No Income,size btw 4 and 6
Tanzania,Yes,Urban,Yes,36,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,47,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,69,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,31,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,17,Female,Parent,Married/Living together,Primary education,Remittance Dependent,size btw 4 and 6
Tanzania,No,Urban,No,40,Female,Parent,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,90,Female,Head of Household,Widowed,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,51,Female,Spouse,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,Yes,Urban,Yes,55,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,29,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,31,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,Yes,Rural,Yes,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,28,Female,Other relative,Divorced/Seperated,Primary education,Remittance Dependent,size 3 or below
Tanzania,No,Rural,Yes,64,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,17,Female,Other non-relatives,Divorced/Seperated,Primary education,No Income,size 3 or below
Tanzania,No,Rural,Yes,48,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,31,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,53,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,38,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,18,Male,Parent,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,23,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,70,Female,Child,Married/Living together,No formal education,Government Dependent,size 3 or below
Tanzania,No,Urban,Yes,23,Male,Parent,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,Yes,20,Female,Spouse,Single/Never Married,Primary education,No Income,size btw 4 and 6
Tanzania,No,Urban,Yes,60,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,37,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,19,Female,Spouse,Single/Never Married,Secondary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,22,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,28,Male,Child,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,44,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,16,Male,Parent,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,55,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,32,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,20,Male,Child,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,30,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,38,Female,Spouse,Single/Never Married,No formal education,Self employed,size btw 4 and 6
Tanzania,No,Urban,No,16,Female,Child,Divorced/Seperated,Primary education,No Income,size btw 4 and 6
Tanzania,No,Urban,Yes,30,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,26,Male,Head of Household,Single/Never Married,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,29,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,66,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,60,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,73,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,32,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,50,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,25,Female,Parent,Divorced/Seperated,Secondary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,24,Male,Parent,Divorced/Seperated,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,20,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,65,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,76,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Rural,No,28,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,57,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,47,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,50,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,42,Female,Head of Household,Widowed,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,42,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,48,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,23,Female,Spouse,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,35,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,25,Female,Parent,Divorced/Seperated,Tertiary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,27,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,32,Female,Spouse,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,No,36,Female,Head of Household,Married/Living together,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,30,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,35,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,25,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,size btw 4 and 6
Tanzania,No,Urban,No,29,Male,Parent,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,39,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,34,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,29,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,16,Female,Other non-relatives,Divorced/Seperated,Primary education,Formally employed Private,size 3 or below
Tanzania,Yes,Rural,Yes,70,Male,Head of Household,Single/Never Married,Tertiary education,Government Dependent,size 3 or below
Tanzania,No,Urban,No,48,Male,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,No,45,Female,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,66,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,37,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,55,Male,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,30,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,44,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,38,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,64,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,17,Female,Other non-relatives,Married/Living together,Primary education,Informally employed,size btw 4 and 6
Tanzania,No,Urban,Yes,59,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,46,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,47,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,Yes,25,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,31,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,72,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,33,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,29,Female,Spouse,Single/Never Married,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,36,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,18,Female,Parent,Divorced/Seperated,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,79,Female,Head of Household,Widowed,No formal education,Government Dependent,size 3 or below
Tanzania,No,Rural,No,16,Female,Other relative,Divorced/Seperated,Secondary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,57,Male,Head of Household,Single/Never Married,Primary education,Government Dependent,size 3 or below
Tanzania,No,Rural,No,32,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,54,Female,Spouse,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,No,19,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,20,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,31,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,65,Male,Head of Household,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,67,Male,Head of Household,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,35,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,size 3 or below
Tanzania,No,Urban,No,58,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,29,Female,Spouse,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,No,65,Female,Head of Household,Widowed,No formal education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,25,Male,Parent,Divorced/Seperated,Tertiary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,23,Male,Other relative,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,No,20,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,38,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,56,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,48,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,71,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,44,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,69,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,21,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,34,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,22,Female,Spouse,Single/Never Married,Primary education,Informally employed,size btw 4 and 6
Tanzania,No,Urban,No,25,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,29,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,29,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,size 3 or below
Tanzania,No,Urban,No,31,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,27,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,70,Female,Child,Widowed,Primary education,No Income,size 3 or below
Tanzania,No,Urban,No,25,Female,Spouse,Single/Never Married,Tertiary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,29,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,37,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,53,Male,Head of Household,Married/Living together,Tertiary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,20,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,36,Male,Head of Household,Single/Never Married,Primary education,Other Income,size 3 or below
Tanzania,No,Urban,Yes,31,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,56,Female,Head of Household,Widowed,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,No,48,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,31,Male,Parent,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,27,Female,Other relative,Widowed,No formal education,Remittance Dependent,size btw 7 and 10
Tanzania,No,Rural,Yes,23,Female,Spouse,Single/Never Married,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,25,Male,Other non-relatives,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,26,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,58,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,No,90,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,31,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,65,Female,Head of Household,Married/Living together,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,26,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,25,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,23,Male,Other relative,Divorced/Seperated,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,46,Female,Other relative,Married/Living together,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,48,Male,Head of Household,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,No,17,Female,Other relative,Divorced/Seperated,Secondary education,No Income,size 3 or below
Tanzania,No,Rural,No,24,Female,Parent,Divorced/Seperated,Secondary education,Self employed,size btw 4 and 6
Tanzania,Yes,Urban,Yes,41,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Rural,Yes,50,Male,Head of Household,Married/Living together,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,33,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,30,Female,Head of Household,Married/Living together,Primary education,No Income,size 3 or below
Tanzania,No,Urban,Yes,35,Female,Spouse,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,26,Male,Child,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,59,Female,Head of Household,Married/Living together,Primary education,No Income,size 3 or below
Tanzania,No,Urban,No,20,Male,Parent,Divorced/Seperated,Secondary education,No Income,size btw 4 and 6
Tanzania,No,Urban,Yes,33,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,57,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,45,Male,Head of Household,Widowed,Tertiary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,33,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,49,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,23,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent,size btw 4 and 6
Tanzania,No,Urban,Yes,40,Female,Child,Married/Living together,No formal education,No Income,size btw 4 and 6
Tanzania,No,Rural,Yes,32,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,33,Female,Spouse,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,No,49,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,57,Male,Head of Household,Married/Living together,Tertiary education,Other Income,size 3 or below
Tanzania,No,Rural,Yes,19,Male,Parent,Divorced/Seperated,Secondary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,45,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,51,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,No,32,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,23,Male,Head of Household,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,28,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,89,Female,Head of Household,Widowed,No formal education,Government Dependent,size 3 or below
Tanzania,No,Urban,Yes,54,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,31,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,29,Male,Head of Household,Divorced/Seperated,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,34,Male,Head of Household,Divorced/Seperated,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,43,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,60,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent,size 3 or below
Tanzania,No,Rural,No,33,Female,Spouse,Single/Never Married,Primary education,Government Dependent,size 3 or below
Tanzania,No,Rural,Yes,39,Female,Spouse,Single/Never Married,Primary education,Other Income,size 3 or below
Tanzania,No,Rural,Yes,36,Female,Other relative,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,19,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,30,Female,Spouse,Single/Never Married,Secondary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,21,Male,Parent,Divorced/Seperated,Secondary education,Self employed,size btw 4 and 6
Tanzania,No,Urban,Yes,33,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,20,Male,Parent,Divorced/Seperated,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,24,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Urban,Yes,24,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,49,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Rural,No,18,Female,Parent,Divorced/Seperated,Secondary education,No Income,size btw 4 and 6
Tanzania,No,Rural,Yes,42,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,24,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,40,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent,size btw 4 and 6
Tanzania,Yes,Rural,Yes,40,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,20,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,33,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,34,Female,Spouse,Single/Never Married,Primary education,No Income,size 3 or below
Tanzania,No,Rural,No,75,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,88,Female,Head of Household,Widowed,No formal education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,30,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,24,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,20,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,45,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Urban,Yes,23,Female,Spouse,Single/Never Married,Tertiary education,Formally employed Private,size 3 or below
Tanzania,No,Urban,Yes,98,Female,Head of Household,Widowed,Primary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,37,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,31,Female,Spouse,Single/Never Married,No formal education,Informally employed,size 3 or below
Tanzania,Yes,Rural,Yes,21,Male,Head of Household,Divorced/Seperated,Tertiary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,48,Male,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,18,Female,Parent,Divorced/Seperated,Secondary education,No Income,size btw 7 and 10
Tanzania,Yes,Urban,Yes,67,Female,Head of Household,Widowed,Tertiary education,Remittance Dependent,size 3 or below
Tanzania,No,Urban,Yes,35,Female,Spouse,Single/Never Married,Tertiary education,No Income,size 3 or below
Tanzania,No,Urban,No,45,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,No,62,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,19,Female,Parent,Divorced/Seperated,Tertiary education,No Income,size btw 4 and 6
Tanzania,No,Urban,Yes,29,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,34,Female,Spouse,Single/Never Married,No formal education,Informally employed,size 3 or below
Tanzania,No,Rural,Yes,45,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,24,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,18,Female,Spouse,Single/Never Married,Primary education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,23,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,27,Male,Child,Single/Never Married,No formal education,Self employed,size btw 7 and 10
Tanzania,No,Rural,No,17,Female,Parent,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,No,18,Female,Other relative,Divorced/Seperated,Primary education,No Income,size 3 or below
Tanzania,No,Rural,No,35,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,47,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,55,Female,Head of Household,Widowed,Primary education,Government Dependent,size btw 4 and 6
Tanzania,Yes,Rural,Yes,43,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,size 3 or below
Tanzania,No,Urban,Yes,22,Male,Parent,Divorced/Seperated,Secondary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,43,Male,Head of Household,Single/Never Married,Primary education,Informally employed,size btw 4 and 6
Tanzania,No,Urban,No,35,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,No,54,Female,Head of Household,Married/Living together,No formal education,Informally employed,size 3 or below
Tanzania,No,Urban,Yes,77,Female,Head of Household,Widowed,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,No,62,Female,Head of Household,Married/Living together,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,42,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,Yes,Rural,Yes,30,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private,size 3 or below
Tanzania,No,Urban,No,61,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,32,Female,Spouse,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,No,16,Female,Parent,Divorced/Seperated,Primary education,No Income,size btw 4 and 6
Tanzania,No,Urban,Yes,25,Female,Spouse,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Tanzania,No,Rural,No,34,Female,Spouse,Single/Never Married,No formal education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,32,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,45,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Rural,Yes,45,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Tanzania,No,Urban,Yes,42,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed,size 3 or below
